Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
WIF1		12q14.3	HOMDEL	2	109	1.8%	Yes
ALDH3A2		17p11.2	AMP	4	109	3.7%	No
SNX7		1p21.3	HOMDEL	5	109	4.6%	No
C12ORF57		12p13.31	HOMDEL	2	109	1.8%	No
SERPINE1		7q22.1	HOMDEL	1	109	0.9%	No
ELOF1		19p13.2	AMP	6	109	5.5%	No
RASSF10		11p15.2	AMP	3	109	2.8%	No
SNORD114-25		14q32.31	AMP	3	109	2.8%	No
SNX21		20q13.12	AMP	13	109	11.9%	No
SMAP2		1p34.2	HOMDEL	1	109	0.9%	No
PPM1E		17q24.2	AMP	3	109	2.8%	No
KLB		4p14	AMP	2	109	1.8%	No
C12ORF42		12q23.2	AMP	1	109	0.9%	No
ABCC12		16q12.1	AMP	3	109	2.8%	No
SRGAP1		12q14.2	HOMDEL	2	109	1.8%	No
HSPB2-C11ORF52		11q23.1	AMP	3	109	2.8%	No
RINL		19q13.2	AMP	19	109	17.4%	No
DPH1		17p13.3	HOMDEL	5	109	4.6%	No
NSRP1		17q11.2	HOMDEL	1	109	0.9%	No
RAB42		1p35.3	HOMDEL	7	109	6.4%	No
RNF222		17p13.1	HOMDEL	4	109	3.7%	No
ABCD2		12q12	AMP	3	109	2.8%	No
NEK7		1q31.3	AMP	9	109	8.3%	No
SNORD114-27		14q32.31	AMP	3	109	2.8%	No
ZSWIM1		20q13.12	AMP	14	109	12.8%	No
USB1		16q21	HOMDEL	1	109	0.9%	No
TSFM		12q14.1	HOMDEL	2	109	1.8%	No
FYN		6q21	HOMDEL	6	109	5.5%	Yes
BTBD19		1p34.1	HOMDEL	4	109	3.7%	No
ABHD3		18q11.2	HOMDEL	1	109	0.9%	No
ATP5F1B		12q13.3	HOMDEL	2	109	1.8%	No
COL20A1		20q13.33	HOMDEL	1	109	0.9%	No
PDZK1		1q21.1	HOMDEL	1	109	0.9%	No
SNORD38B		1p34.1	AMP	5	109	4.6%	No
ALDOA		16p11.2	AMP	9	109	8.3%	No
CREB3		9p13.3	HOMDEL	6	109	5.5%	No
SPEN-AS1		1p36.21	HOMDEL	6	109	5.5%	No
DOLK		9q34.11	AMP	4	109	3.7%	No
MDC1		6p21.33	HOMDEL	3	109	2.8%	Yes
SNORD38A		1p34.1	AMP	5	109	4.6%	No
QSOX2		9q34.3	AMP	7	109	6.4%	No
PANX1		11q21	AMP	1	109	0.9%	No
CXADRP2		15q11.2	AMP	3	109	2.8%	No
LINC00304		16q24.3	HOMDEL	1	109	0.9%	No
GABRB3		15q12	AMP	1	109	0.9%	No
GNA14		9q21.2	HOMDEL	2	109	1.8%	No
MRPL55		1q42.13	HOMDEL	2	109	1.8%	No
MCPH1		8p23.1	AMP	3	109	2.8%	No
KIAA0319		6p22.3	AMP	1	109	0.9%	No
CC2D1B		1p32.3	HOMDEL	4	109	3.7%	No
DUSP5P1		1q42.13	AMP	14	109	12.8%	No
BCL2L15		1p13.2	HOMDEL	2	109	1.8%	No
CEACAM8		19q13.2	HOMDEL	3	109	2.8%	No
CLDN4		7q11.23	AMP	11	109	10.1%	No
KCNJ4		22q13.1	AMP	5	109	4.6%	No
AAK1		2p13.3	AMP	1	109	0.9%	No
SESTD1		2q31.2	AMP	3	109	2.8%	No
PTGES2-AS1		9q34.11	HOMDEL	1	109	0.9%	No
TNKS		8p23.1	AMP	1	109	0.9%	No
SIM1		6q16.3	HOMDEL	7	109	6.4%	No
TPD52L3		9p24.1	HOMDEL	6	109	5.5%	No
CLDN15		7q22.1	AMP	19	109	17.4%	No
GABRD		1p36.33	AMP	7	109	6.4%	No
ALDOC		17q11.2	HOMDEL	1	109	0.9%	No
FARP2		2q37.3	AMP	10	109	9.2%	No
KRTAP5-5		11p15.5	HOMDEL	5	109	4.6%	No
TALDO1		11p15.5	HOMDEL	3	109	2.8%	No
SLC35E2A		1p36.33	HOMDEL	10	109	9.2%	No
CLLU1		12q22	AMP	1	109	0.9%	No
LINC01347		1q43	HOMDEL	2	109	1.8%	No
ZNF507		19q13.11	AMP	8	109	7.3%	No
PIDD1		11p15.5	HOMDEL	4	109	3.7%	No
OR5AP2		11q12.1	HOMDEL	7	109	6.4%	No
CLDN3		7q11.23	AMP	11	109	10.1%	No
KCNJ3		2q24.1	AMP	2	109	1.8%	No
GOLPH3		5p13.3	AMP	2	109	1.8%	No
NUDT21		16q13	HOMDEL	1	109	0.9%	No
FBXW8		12q24.22	HOMDEL	2	109	1.8%	No
SNORD12		20q13.13	AMP	7	109	6.4%	No
HSH2D		19p13.11	HOMDEL	1	109	0.9%	No
GABRB1		4p12	AMP	2	109	1.8%	No
EDARADD		1q42.3-q43	HOMDEL	2	109	1.8%	No
PPP1R26		9q34.3	AMP	5	109	4.6%	No
ALDOB		9q31.1	AMP	2	109	1.8%	No
STRADB		2q33.1	AMP	3	109	2.8%	No
FAM180B		11p11.2	AMP	3	109	2.8%	No
FIG4		6q21	HOMDEL	8	109	7.3%	No
NAGS		17q21.31	AMP	10	109	9.2%	No
KCTD20		6p21.31	HOMDEL	1	109	0.9%	No
CLSTN2		3q23	AMP	3	109	2.8%	No
CPD		17q11.2	AMP	5	109	4.6%	No
SBK3		19q13.42	AMP	19	109	17.4%	No
ADAMTS1		21q21.3	HOMDEL	2	109	1.8%	No
RFX7		15q21.3	HOMDEL	3	109	2.8%	No
SCHIP1		3q25.33	HOMDEL	2	109	1.8%	No
KIF12		9q32	HOMDEL	1	109	0.9%	No
SELENOM		22q12.2	AMP	4	109	3.7%	No
CEP350		1q25.2	AMP	11	109	10.1%	No
SRD5A3-AS1		4q12	AMP	1	109	0.9%	No
GABRB2		5q34	AMP	1	109	0.9%	No
KRT16P3		17p11.2	AMP	4	109	3.7%	No
ST14		11q24.3	HOMDEL	4	109	3.7%	No
PPARGC1B		5q32	AMP	4	109	3.7%	No
GNAL		18p11.21	HOMDEL	1	109	0.9%	No
MEA1		6p21.1	HOMDEL	2	109	1.8%	No
ALDH4A1		1p36.13	AMP	3	109	2.8%	No
BTF3L4		1p32.3	AMP	3	109	2.8%	No
C1QL1		17q21.31	AMP	11	109	10.1%	No
PAXIP1-AS2		7q36.2	HOMDEL	1	109	0.9%	No
KCNJ2		17q24.3	HOMDEL	1	109	0.9%	No
C16ORF90		16p13.3	HOMDEL	2	109	1.8%	No
PRKG1-AS1		10q21.1	HOMDEL	1	109	0.9%	No
SNCA		4q22.1	HOMDEL	2	109	1.8%	No
RSPO2		8q23.1	AMP	8	109	7.3%	Yes
DEFT1P		8p23.1	AMP	3	109	2.8%	No
OGFOD2		12q24.31	HOMDEL	9	109	8.3%	No
TMEM256-PLSCR3		17p13.1	AMP	1	109	0.9%	No
ZNF735		7q11.21	HOMDEL	2	109	1.8%	No
CPB1		3q24	AMP	4	109	3.7%	No
ACTL7A		9q31.3	AMP	1	109	0.9%	No
DOCK5		8p21.2	HOMDEL	3	109	2.8%	No
CCDC74B		2q21.1	AMP	4	109	3.7%	No
CASD1		7q21.3	AMP	2	109	1.8%	No
AREL1		14q24.3	HOMDEL	2	109	1.8%	No
FNBP1L		1p22.1	HOMDEL	4	109	3.7%	No
WNT6		2q35	HOMDEL	1	109	0.9%	No
CEP170		1q43	AMP	12	109	11.0%	No
MCCC2		5q13.2	AMP	1	109	0.9%	No
PIK3CD-AS1		1p36.22	HOMDEL	10	109	9.2%	No
CPB2		13q14.13	AMP	1	109	0.9%	No
GPR151		5q32	HOMDEL	1	109	0.9%	No
PRDM12		9q34.12	HOMDEL	2	109	1.8%	No
GRID1		10q23.1-q23.2	HOMDEL	1	109	0.9%	No
FJX1		11p13	AMP	3	109	2.8%	No
SNX16		8q21.13	AMP	5	109	4.6%	No
FAM66B		8p23.1	AMP	4	109	3.7%	No
CYP4F11		19p13.12	AMP	3	109	2.8%	No
TASP1		20p12.1	HOMDEL	2	109	1.8%	No
LRRC19		9p21.2	AMP	3	109	2.8%	No
LINC02693		17p11.2	HOMDEL	3	109	2.8%	No
OR5AK2		11q12.1	AMP	1	109	0.9%	No
ZNF93		19p12	HOMDEL	3	109	2.8%	No
PRPF6		20q13.33	AMP	24	109	22.0%	No
RFPL3		22q12.3	HOMDEL	1	109	0.9%	No
SLC4A5		2p13.1	AMP	2	109	1.8%	No
STRAP		12p12.3	HOMDEL	2	109	1.8%	No
CCDC33		15q24.1	HOMDEL	2	109	1.8%	No
TIMM50		19q13.2	AMP	15	109	13.8%	No
ZNF318		6p21.1	AMP	7	109	6.4%	No
LINC00163		21q22.3	HOMDEL	1	109	0.9%	No
RIPOR2		6p22.3	HOMDEL	3	109	2.8%	No
SMTNL2		17p13.2	HOMDEL	5	109	4.6%	No
ACTL7B		9q31.3	AMP	1	109	0.9%	No
TSTD1		1q23.3	AMP	19	109	17.4%	No
IGF2R		6q25.3	HOMDEL	4	109	3.7%	No
RPUSD1		16p13.3	AMP	19	109	17.4%	No
KCNH2		7q36.1	AMP	14	109	12.8%	No
KIAA1191		5q35.2	HOMDEL	1	109	0.9%	No
TMEM38A		19p13.11	HOMDEL	1	109	0.9%	No
RTN2		19q13.32	AMP	17	109	15.6%	No
OR5B12		11q12.1	AMP	1	109	0.9%	No
TRIM49D1		11q14.3	HOMDEL	4	109	3.7%	No
CLCN2		3q27.1	HOMDEL	1	109	0.9%	No
GABRA5		15q12	AMP	1	109	0.9%	No
RHBDF2		17q25.1	AMP	7	109	6.4%	No
DDX4		5q11.2	HOMDEL	4	109	3.7%	Yes
NUMB		14q24.3	AMP	1	109	0.9%	No
ILKAP		2q37.3	AMP	5	109	4.6%	No
THSD1P1		13q14.3	HOMDEL	1	109	0.9%	No
PPIAL4C		1q21.2	AMP	6	109	5.5%	No
FAM41C		1p36.33	HOMDEL	10	109	9.2%	No
KCNH1		1q32.2	AMP	8	109	7.3%	No
FGL2		7q11.23	AMP	4	109	3.7%	No
ISM1		20p12.1	AMP	1	109	0.9%	No
NIBAN1		1q25.3	HOMDEL	2	109	1.8%	No
LUC7L3		17q21.33	AMP	5	109	4.6%	No
TMEM243		7q21.12	HOMDEL	1	109	0.9%	No
PXT1		6p21.31	AMP	2	109	1.8%	No
LMAN1		18q21.32	HOMDEL	24	109	22.0%	No
GABRA6		5q34	AMP	1	109	0.9%	Yes
RPL28		19q13.42	HOMDEL	2	109	1.8%	No
SMCO4		11q21	HOMDEL	1	109	0.9%	No
TMEM204		16p13.3	AMP	13	109	11.9%	No
CHKB-DT		22q13.33	HOMDEL	5	109	4.6%	No
NPL		1q25.3	AMP	9	109	8.3%	No
IGFALS		16p13.3	HOMDEL	4	109	3.7%	No
SKIDA1		10p12.31	AMP	1	109	0.9%	No
KCNG1		20q13.13	AMP	6	109	5.5%	No
CPA2		7q32.2	AMP	1	109	0.9%	No
ZNF847P		1q42.13	HOMDEL	4	109	3.7%	No
WARS1		14q32.2	AMP	3	109	2.8%	No
HECTD3		1p34.1	AMP	6	109	5.5%	No
SECTM1		17q25.3	HOMDEL	4	109	3.7%	No
MACIR		5q21.1	HOMDEL	4	109	3.7%	No
PUM2		2p24.1	HOMDEL	1	109	0.9%	No
SLC25A34		1p36.21	HOMDEL	6	109	5.5%	No
ME3		11q14.2	AMP	3	109	2.8%	No
TTC14		3q26.33	HOMDEL	1	109	0.9%	No
COMP		19p13.11	HOMDEL	1	109	0.9%	No
RXRA		9q34.2	AMP	6	109	5.5%	Yes
CPA3		3q24	AMP	5	109	4.6%	No
RNASE4		14q11.2	HOMDEL	1	109	0.9%	No
KCNF1		2p25.1	AMP	1	109	0.9%	No
OR5B2		11q12.1	AMP	1	109	0.9%	No
NOP53		19q13.33	HOMDEL	1	109	0.9%	No
HTR7		10q23.31	HOMDEL	2	109	1.8%	No
PGAP6		16p13.3	HOMDEL	5	109	4.6%	No
H2BC8		6p22.2	HOMDEL	6	109	5.5%	Yes
TTLL5		14q24.3	HOMDEL	2	109	1.8%	No
GABRA4		4p12	AMP	2	109	1.8%	No
PAK1		11q13.5-q14.1	AMP	2	109	1.8%	Yes
SOCS1		16p13.13	AMP	1	109	0.9%	Yes
FLVCR1-DT		1q32.3	HOMDEL	1	109	0.9%	No
IMPA1		8q21.13	HOMDEL	1	109	0.9%	No
TRIM3		11p15.4	AMP	4	109	3.7%	No
SLC5A5		19p13.11	HOMDEL	1	109	0.9%	No
RXRB		6p21.32	AMP	3	109	2.8%	No
CFHR3		1q31.3	AMP	9	109	8.3%	No
CP		3q24-q25.1	AMP	5	109	4.6%	No
OCM2		7q21.3	AMP	4	109	3.7%	No
GABRA1		5q34	AMP	1	109	0.9%	No
NETO2		16q12.1	AMP	2	109	1.8%	No
ZBTB11-AS1		3q12.3	AMP	2	109	1.8%	No
ZAN		7q22.1	AMP	23	109	21.1%	No
BEND5		1p33	AMP	2	109	1.8%	No
KCNE1		21q22.12	AMP	1	109	0.9%	No
SLC12A6		15q14	HOMDEL	2	109	1.8%	No
RXRG		1q23.3	AMP	11	109	10.1%	No
GLCCI1		7p21.3	AMP	1	109	0.9%	No
CPA1		7q32.2	AMP	2	109	1.8%	No
FBLL1		5q34	HOMDEL	1	109	0.9%	No
SNORD11		2q33.1	AMP	3	109	2.8%	No
PITPNM3		17p13.2-p13.1	AMP	1	109	0.9%	No
WIPF1		2q31.1	AMP	2	109	1.8%	No
SMR3B		4q13.3	AMP	1	109	0.9%	No
RPAP3		12q13.11	AMP	4	109	3.7%	No
COX6A1		12q24.31	HOMDEL	2	109	1.8%	No
BMS1P2		10q11.22	HOMDEL	1	109	0.9%	No
ZCWPW2		3p24.1	HOMDEL	7	109	6.4%	No
GABRA2		4p12	AMP	2	109	1.8%	No
AXIN2		17q24.1	HOMDEL	2	109	1.8%	Yes
SIGLEC9		19q13.3-q13.4	HOMDEL	1	109	0.9%	No
CEP152		15q21.1	HOMDEL	2	109	1.8%	No
TPST2		22q12.1	HOMDEL	1	109	0.9%	No
RYK		3q22.2	AMP	2	109	1.8%	No
MAFG		17q25.3	HOMDEL	2	109	1.8%	No
EDDM3A		14q11.2	AMP	3	109	2.8%	No
ST6GALNAC2		17q25.1	AMP	6	109	5.5%	No
C2CD2L		11q23.3	AMP	8	109	7.3%	No
ARHGAP10		4q31.23	AMP	1	109	0.9%	No
PCP4L1		1q23.3	AMP	15	109	13.8%	No
PTPN14		1q32.3-q41	HOMDEL	1	109	0.9%	Yes
KRT5		12q13.13	HOMDEL	3	109	2.8%	No
ANO3		11p14.2	AMP	8	109	7.3%	No
HLA-DRB1		6p21.32	HOMDEL	3	109	2.8%	No
SMG1P2		16p11.2	HOMDEL	1	109	0.9%	No
KCND2		7q31.31	AMP	3	109	2.8%	No
CIMIP2C		2p23.3	HOMDEL	2	109	1.8%	No
SOD2		6q25.3	HOMDEL	3	109	2.8%	No
PDLIM5		4q22.3	AMP	1	109	0.9%	No
CFHR4		1q31.3	AMP	9	109	8.3%	No
GABPB1		15q21.2	AMP	2	109	1.8%	No
RUSC2		9p13.3	AMP	7	109	6.4%	No
EIF4H		7q11.23	AMP	10	109	9.2%	No
DYNC2H1		11q22.3	AMP	3	109	2.8%	No
ACR		22q13.33	HOMDEL	5	109	4.6%	No
CXCL6		4q13.3	HOMDEL	4	109	3.7%	No
PLXND1		3q22.1	HOMDEL	1	109	0.9%	No
SMUG1		12q13.13	HOMDEL	2	109	1.8%	No
CSNK2A1		20p13	HOMDEL	2	109	1.8%	No
COX15		10q24.2	AMP	1	109	0.9%	No
DYNLL1		12q24.31	AMP	1	109	0.9%	No
ANKRD30B		18p11.21	HOMDEL	16	109	14.7%	No
ICOS		2q33.2	HOMDEL	2	109	1.8%	No
OR4K5		14q11.2	HOMDEL	7	109	6.4%	No
GZMK		5q11.2	HOMDEL	4	109	3.7%	No
DTX3L		3q21.1	AMP	1	109	0.9%	No
ARPC4		3p25.3	HOMDEL	2	109	1.8%	No
TBC1D3P1-DHX40P1		17q23.1	HOMDEL	2	109	1.8%	No
RBCK1		20p13	AMP	9	109	8.3%	No
TNFRSF10D		8p21.3	HOMDEL	2	109	1.8%	No
PIP		7q34	HOMDEL	1	109	0.9%	No
DEFA6		8p23.1	HOMDEL	5	109	4.6%	No
TMEM102		17p13.1	HOMDEL	7	109	6.4%	No
TSPAN1		1p34.1	HOMDEL	1	109	0.9%	No
LIPK		10q23.31	HOMDEL	2	109	1.8%	No
XNDC1N		11q13.4	AMP	4	109	3.7%	No
LRRC41		1p34.1-p33	HOMDEL	1	109	0.9%	No
EPHA7		6q16.1	HOMDEL	8	109	7.3%	Yes
IFIH1		2q24.2	HOMDEL	2	109	1.8%	No
COX7A2L		2p21	HOMDEL	1	109	0.9%	No
RTN1		14q23.1	HOMDEL	1	109	0.9%	No
ICMT		1p36.31	HOMDEL	8	109	7.3%	No
SLC44A2		19p13.2	HOMDEL	1	109	0.9%	No
HEXIM1		17q21.31	AMP	11	109	10.1%	No
ARID4B		1q42.3	AMP	14	109	12.8%	Yes
PTH2		19q13.33	HOMDEL	3	109	2.8%	No
METAP1D		2q31.1	AMP	2	109	1.8%	No
PACC1		1q32.3	HOMDEL	1	109	0.9%	No
EMC3		3p25.3	HOMDEL	1	109	0.9%	No
YTHDF3		8q12.3	AMP	5	109	4.6%	No
DNTT		10q24.1	HOMDEL	1	109	0.9%	No
COA8		14q32.33	AMP	3	109	2.8%	No
ATP2B1		12q21.33	AMP	1	109	0.9%	No
LHB		19q13.33	HOMDEL	3	109	2.8%	No
TAAR2		6q23.2	HOMDEL	5	109	4.6%	No
HRH1		3p25.3	HOMDEL	1	109	0.9%	No
WWOX		16q23.1-q23.2	AMP	1	109	0.9%	No
ZYG11A		1p32.3	AMP	2	109	1.8%	No
SPAG5		17q11.2	AMP	2	109	1.8%	No
OR4K14		14q11.2	AMP	3	109	2.8%	No
FSD1		19p13.3	HOMDEL	3	109	2.8%	No
HIGD1C		12q13.12	HOMDEL	2	109	1.8%	No
SLC25A19		17q25.1	AMP	8	109	7.3%	No
ZNF778		16q24.3	HOMDEL	1	109	0.9%	No
F13B		1q31.3	HOMDEL	5	109	4.6%	No
PAFAH1B3		19q13.1	AMP	15	109	13.8%	No
AKT1S1		19q13.33	AMP	13	109	11.9%	No
ATP2B2		3p25.3	AMP	3	109	2.8%	No
CACNG2		22q12.3	HOMDEL	1	109	0.9%	No
NYNRIN		14q12	HOMDEL	1	109	0.9%	No
PRR20C		13q21.1	AMP	1	109	0.9%	No
VWC2L		2q34-q35	HOMDEL	1	109	0.9%	No
ENPP4		6p21.1	HOMDEL	3	109	2.8%	No
GRWD1		19q13.33	HOMDEL	3	109	2.8%	No
PRSS57		19p13.3	AMP	15	109	13.8%	No
UTF1		10q26.3	HOMDEL	3	109	2.8%	No
LINC00622		1p12	HOMDEL	4	109	3.7%	No
SNORD114-29		14q32.31	AMP	2	109	1.8%	No
CD244		1q23.3	AMP	14	109	12.8%	No
IKZF4		12q13.2	HOMDEL	2	109	1.8%	No
RPL8		8q24.3	HOMDEL	3	109	2.8%	No
AIMP2		7p22.1	HOMDEL	1	109	0.9%	No
OR6N2		1q23.1	HOMDEL	2	109	1.8%	No
VANGL1		1p13.1	AMP	1	109	0.9%	No
SLC35F4		14q22.3-q23.1	AMP	5	109	4.6%	No
SNORD70		2q33.1	HOMDEL	2	109	1.8%	No
TRIM68		11p15.4	HOMDEL	4	109	3.7%	No
TSKS		19q13.33	AMP	13	109	11.9%	No
ZNF670-ZNF695		1q44	HOMDEL	1	109	0.9%	No
FAM238C		10p12.1	AMP	1	109	0.9%	No
SLC9C1		3q13.2	AMP	3	109	2.8%	No
ATP5IF1		1p35.3	HOMDEL	7	109	6.4%	No
CLEC4C		12p13.31	HOMDEL	1	109	0.9%	No
OR4L1		14q11.2	AMP	3	109	2.8%	No
ABCF1		6p21.33	HOMDEL	3	109	2.8%	No
PRB3		12p13.2	HOMDEL	1	109	0.9%	No
CS		12q13.3	HOMDEL	2	109	1.8%	No
SETD7		4q31.1	HOMDEL	5	109	4.6%	Yes
KIF6		6p21.2	AMP	3	109	2.8%	No
PRDX1		1p34.1	AMP	5	109	4.6%	No
SOCS3		17q25.3	HOMDEL	2	109	1.8%	Yes
ATP2B4		1q32.1	AMP	5	109	4.6%	No
OMD		9q22.31	AMP	2	109	1.8%	Yes
FOXP1		3p13	HOMDEL	9	109	8.3%	Yes
KCNJ2		17q24.3	AMP	3	109	2.8%	No
KCTD20		6p21.31	AMP	3	109	2.8%	No
HAGH		16p13.3	HOMDEL	4	109	3.7%	No
RSU1		10p13	AMP	1	109	0.9%	No
TGOLN2		2p11.2	AMP	1	109	0.9%	No
SNORD114-31		14q32.31	AMP	3	109	2.8%	No
ADNP2		18q23	AMP	2	109	1.8%	No
SPSB2		12p13.31	HOMDEL	1	109	0.9%	No
BHLHE40		3p26.1	HOMDEL	1	109	0.9%	No
PAH		12q23.2	AMP	1	109	0.9%	No
FRY		13q13.1	HOMDEL	1	109	0.9%	No
ZNF414		19p13.2	AMP	8	109	7.3%	No
ODF2		9q34.11	AMP	4	109	3.7%	No
TSSK6		19p13.11	HOMDEL	2	109	1.8%	No
LRRC37A6P		10p12.1	AMP	1	109	0.9%	No
KCNJ1		11q24.3	AMP	2	109	1.8%	No
POLD1		19q13.3	HOMDEL	3	109	2.8%	Yes
VWF		12p13.31	AMP	6	109	5.5%	No
SNORD114-30		14q32.31	AMP	3	109	2.8%	No
RTN1		14q23.1	AMP	4	109	3.7%	No
HERC6		4q22.1	HOMDEL	1	109	0.9%	No
EPB41L5		2q14.2	HOMDEL	2	109	1.8%	No
LINC01761		1p21.3	AMP	3	109	2.8%	No
CBFB		16q22.1	HOMDEL	1	109	0.9%	Yes
USB1		16q21	AMP	2	109	1.8%	No
RCCD1		15q26.1	HOMDEL	1	109	0.9%	No
MAP3K21		1q42.2	HOMDEL	1	109	0.9%	Yes
HGC6.3		6q27	HOMDEL	3	109	2.8%	No
SERPINE1		7q22.1	AMP	19	109	17.4%	No
MCRIP2		16p13.3	AMP	20	109	18.3%	No
MMAA		4q31.21	HOMDEL	4	109	3.7%	No
ATP4A		19q13.12	AMP	16	109	14.7%	No
ODF1		8q22.3	AMP	9	109	8.3%	No
PCDHGA12		5q31.3	AMP	4	109	3.7%	No
GPHN		14q23.3	HOMDEL	3	109	2.8%	Yes
PCDHA8		5q31.3	AMP	5	109	4.6%	No
WDR72		15q21.3	AMP	2	109	1.8%	No
SNX8		7p22.3	AMP	16	109	14.7%	No
CLCF1		11q13.2	AMP	15	109	13.8%	No
NOL11		17q24.2	AMP	4	109	3.7%	No
PRR36		19p13.2	AMP	8	109	7.3%	No
CRELD2		22q13.33	AMP	8	109	7.3%	No
ALDOC		17q11.2	AMP	5	109	4.6%	No
RPS24		10q22.3	HOMDEL	1	109	0.9%	No
ALG1L2		3q22.1	AMP	6	109	5.5%	No
ATP4B		13q34	AMP	5	109	4.6%	No
LINC00967		8q13.1	HOMDEL	1	109	0.9%	No
C22ORF31		22q12.1	HOMDEL	1	109	0.9%	No
IGSF22		11p15.1	AMP	4	109	3.7%	No
SYTL2		11q14.1	AMP	2	109	1.8%	No
ALX3		1p13.3	HOMDEL	3	109	2.8%	No
CNRIP1		2p14	AMP	1	109	0.9%	No
SHISA5		3p21.31	AMP	4	109	3.7%	No
ZNF281		1q32.1	AMP	9	109	8.3%	No
HEY2		6q22.31	HOMDEL	8	109	7.3%	No
RNASE10		14q11.2	AMP	3	109	2.8%	No
DPF3		14q24.2	HOMDEL	2	109	1.8%	No
PTCD1		7q22.1	AMP	10	109	9.2%	No
PCDHA7		5q31.3	AMP	5	109	4.6%	No
CCL3L1		17q12 alternate reference locus	HOMDEL	2	109	1.8%	No
EHBP1L1		11q13.1	AMP	12	109	11.0%	No
SNX10		7p15.2	AMP	3	109	2.8%	No
RAB36		22q11.23	AMP	4	109	3.7%	No
ZNF343		20p13	AMP	1	109	0.9%	No
NSG2		5q35.2	HOMDEL	1	109	0.9%	No
OR2T29		1q44	AMP	12	109	11.0%	No
AKR1B1		7q33	AMP	2	109	1.8%	No
IRF2BP1		19q13.32	HOMDEL	1	109	0.9%	No
ITIH1		3p21.1	HOMDEL	4	109	3.7%	No
MFSD6		2q32.2	AMP	4	109	3.7%	No
AK5		1p31.1	AMP	2	109	1.8%	No
OLIG1		21q22.11	HOMDEL	1	109	0.9%	No
PCDHA6		5q31.3	AMP	5	109	4.6%	No
ABI3BP		3q12.2	HOMDEL	2	109	1.8%	No
PCDHA8		5q31.3	HOMDEL	7	109	6.4%	No
ZNF525		19q13.42	AMP	6	109	5.5%	No
PCDHGA12		5q31.3	HOMDEL	5	109	4.6%	No
TMEM69		1p34.1	AMP	3	109	2.8%	No
MFSD1		3q25.32	HOMDEL	1	109	0.9%	No
STRN4		19q13.32	AMP	13	109	11.9%	No
FBXL15		10q24.32	AMP	7	109	6.4%	No
OGFRP1		22q13.2	HOMDEL	1	109	0.9%	No
ZNF431		19p12	AMP	1	109	0.9%	No
ZBTB7A		19p13.3	HOMDEL	3	109	2.8%	Yes
PGGHG		11p15.5	AMP	22	109	20.2%	No
IFFO1		12p13.31	HOMDEL	2	109	1.8%	No
ARL4C		2q37.1	HOMDEL	1	109	0.9%	No
BIVM		13q33.1	AMP	2	109	1.8%	No
NAF1		4q32.2	HOMDEL	6	109	5.5%	No
CCDC183		9q34.3	AMP	13	109	11.9%	No
PCDHA5		5q31.3	AMP	5	109	4.6%	No
BHMT2		5q14.1	HOMDEL	3	109	2.8%	No
LINC00293		8q11.1	AMP	4	109	3.7%	No
VSTM5		11q21	AMP	1	109	0.9%	No
TMEM98		17q11.2	AMP	5	109	4.6%	No
ZNF521		18q11.2	AMP	6	109	5.5%	Yes
ZNRD2-DT		11q13.1	AMP	11	109	10.1%	No
GNL2		1p34.3	AMP	2	109	1.8%	No
COMMD1		2p15	AMP	3	109	2.8%	No
CRTC1		19p13.11	HOMDEL	1	109	0.9%	Yes
ZNF576		19q13.31	AMP	16	109	14.7%	No
APTX		9p21.1	AMP	1	109	0.9%	No
F11-AS1		4q35.2	HOMDEL	6	109	5.5%	No
FBXL20		17q12	AMP	4	109	3.7%	No
ZNF865		19q13.42	HOMDEL	1	109	0.9%	No
PCOLCE-AS1		7q22.1	AMP	24	109	22.0%	No
RHOF		12q24.31	HOMDEL	2	109	1.8%	No
DNAJB1		19p13.12	HOMDEL	1	109	0.9%	Yes
SLC27A4		9q34.11	HOMDEL	1	109	0.9%	No
ANAPC2		9q34.3	AMP	13	109	11.9%	No
LCNL1		9q34.3	HOMDEL	5	109	4.6%	No
PRR21		2q37.3	HOMDEL	2	109	1.8%	No
ANKRD12		18p11.22	HOMDEL	1	109	0.9%	No
H3C1		6p22.2	HOMDEL	3	109	2.8%	Yes
PKD1L1		7p12.3	AMP	2	109	1.8%	No
SIDT1		3q13.2	AMP	3	109	2.8%	No
THEM5		1q21.3	AMP	14	109	12.8%	No
VAX2		2p13.3	HOMDEL	2	109	1.8%	No
THTPA		14q11.2	AMP	4	109	3.7%	No
GTSF1L		20q13.12	AMP	9	109	8.3%	No
NOL11		17q24.2	HOMDEL	5	109	4.6%	No
MOGAT2		11q13.5	AMP	3	109	2.8%	No
ZNF790		19q13.12	HOMDEL	1	109	0.9%	No
MUSTN1		3p21.1	HOMDEL	5	109	4.6%	No
TIMM10B		11p15.4	HOMDEL	4	109	3.7%	No
GTF2F1		19p13.3	HOMDEL	4	109	3.7%	No
CCDC80		3q13.2	AMP	3	109	2.8%	No
H4C16		12p12.3	AMP	2	109	1.8%	No
SMR3B		4q13.3	HOMDEL	6	109	5.5%	No
CNOT7		8p22	AMP	2	109	1.8%	No
NANP		20p11.21	AMP	3	109	2.8%	No
CFAP53		18q21.1	HOMDEL	22	109	20.2%	No
