Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
GAN		16q23.2	AMP	1	184	0.5%	No
MAGED4		Xp11.22	HOMDEL	2	184	1.1%	No
PPP6R2		22q13.33	HOMDEL	3	184	1.6%	No
UBA1		Xp11.3	HOMDEL	1	184	0.5%	Yes
TPK1		7q35	AMP	1	184	0.5%	No
RPS6KA2-AS1		6q27	HOMDEL	1	184	0.5%	No
CHST3		10q22.1	AMP	1	184	0.5%	No
DDX50		10q22.1	AMP	1	184	0.5%	No
LMX1B		9q33.3	HOMDEL	1	184	0.5%	No
PALD1		10q22.1	AMP	1	184	0.5%	No
LRRC10		12q15	AMP	5	184	2.7%	No
LINC02016		3q21.3	AMP	2	184	1.1%	No
MMP12		11q22.2	AMP	1	184	0.5%	No
TK1		17q25.3	AMP	1	184	0.5%	No
DSC3		18q12.1	AMP	7	184	3.8%	No
STMND1		6p22.3	AMP	1	184	0.5%	No
LINC01994		3q26.33	AMP	3	184	1.6%	No
EGR1		5q31.2	AMP	2	184	1.1%	Yes
ADCY10		1q24.2	AMP	6	184	3.3%	No
GNL3L		Xp11.22	HOMDEL	1	184	0.5%	No
HLA-DRB1		6p21.32	AMP	4	184	2.2%	No
PRIMA1		14q32.12	HOMDEL	1	184	0.5%	No
KLK6		19q13.41	AMP	2	184	1.1%	No
LOC93429		19q13.32	AMP	4	184	2.2%	No
RPS12		6q23.2	HOMDEL	1	184	0.5%	No
CCDC144NL		17p11.2	AMP	1	184	0.5%	No
MRNIP		5q35.3	AMP	2	184	1.1%	No
EPRS1		1q41	AMP	3	184	1.6%	No
NHEG1		6q23.3	HOMDEL	1	184	0.5%	No
BIRC8		19q13.42	AMP	2	184	1.1%	No
EGR2		10q21.3	AMP	1	184	0.5%	Yes
PCMTD1		8q11.23	AMP	5	184	2.7%	No
FOXJ2		12p13.31	AMP	3	184	1.6%	No
PPP2R2B		5q32	AMP	2	184	1.1%	No
HLA-DRA		6p21.32	AMP	4	184	2.2%	No
PTPRB		12q15	AMP	6	184	3.3%	Yes
KPNA7		7q22.1	AMP	8	184	4.3%	No
RNASE12		14q11.2	AMP	1	184	0.5%	No
NKAIN2		6q22.31	HOMDEL	1	184	0.5%	No
MUC4		3q29	AMP	3	184	1.6%	No
SREBF1		17p11.2	AMP	1	184	0.5%	No
SYN1		Xp11.3-p11.23	AMP	1	184	0.5%	No
CLN8		8p23.3	AMP	3	184	1.6%	No
EGFR		7p11.2	AMP	1	184	0.5%	Yes
CRAT		9q34.11	HOMDEL	1	184	0.5%	No
DSC1		18q12.1	AMP	7	184	3.8%	No
RBP7		1p36.22	AMP	2	184	1.1%	No
MRFAP1L1		4p16.1	AMP	1	184	0.5%	No
PLAAT1		3q29	AMP	3	184	1.6%	No
RPS6KA2		6q27	HOMDEL	1	184	0.5%	No
PPP2R2C		4p16.1	AMP	1	184	0.5%	No
STK36		2q35	AMP	2	184	1.1%	No
ZNF350-AS1		19q13.41	AMP	2	184	1.1%	No
LINC00970		1q24.2	AMP	6	184	3.3%	No
PTPRC		1q31.3-q32.1	AMP	3	184	1.6%	Yes
KLK10		19q13.41	AMP	2	184	1.1%	No
ARHGAP42		11q22.1	AMP	1	184	0.5%	No
CITED2		6q24.1	AMP	2	184	1.1%	No
ZCCHC2		18q21.33	AMP	1	184	0.5%	No
SREBF2		22q13.2	AMP	3	184	1.6%	No
EPO		7q22.1	AMP	6	184	3.3%	No
EZR-AS1		6q25.3	HOMDEL	1	184	0.5%	No
DSC2		18q12.1	AMP	7	184	3.8%	No
FANCG		9p13.3	AMP	10	184	5.4%	Yes
SLC25A27		6p12.3	AMP	2	184	1.1%	No
SLCO1B7		12p12.2	AMP	4	184	2.2%	No
PTPRD		9p24.1-p23	AMP	1	184	0.5%	Yes
SLCO1A2		12p12.1	HOMDEL	1	184	0.5%	No
RAB25		1q22	AMP	7	184	3.8%	No
RRP15		1q41	AMP	3	184	1.6%	No
PPP2R3A		3q22.2-q22.3	AMP	1	184	0.5%	No
HLA-DQB2		6p21.32	AMP	4	184	2.2%	No
DENND2A		7q34	AMP	1	184	0.5%	No
NCAPH2		22q13.33	HOMDEL	3	184	1.6%	No
TULP4		6q25.3	HOMDEL	1	184	0.5%	No
NR4A3		9q31.1	HOMDEL	1	184	0.5%	Yes
SEMA3A		7q21.11	AMP	2	184	1.1%	No
WFDC21P		17q23.1	AMP	2	184	1.1%	No
SGK1		6q23.2	HOMDEL	1	184	0.5%	Yes
DRP2		Xq22.1	AMP	1	184	0.5%	No
LINC02052		3q27.3	AMP	3	184	1.6%	No
BPTF		17q24.2	AMP	4	184	2.2%	No
SRF		6p21.1	AMP	3	184	1.6%	No
SYP		Xp11.23	AMP	1	184	0.5%	No
TAF3		10p14	AMP	2	184	1.1%	No
RFPL4B		6q21	HOMDEL	1	184	0.5%	No
MEGF8		19q13.2	AMP	2	184	1.1%	No
PTAFR		1p35.3	HOMDEL	2	184	1.1%	No
FREM3		4q31.21	AMP	1	184	0.5%	No
NHERF2		16p13.3	AMP	1	184	0.5%	No
ANKH		5p15.2	AMP	1	184	0.5%	No
HNRNPA1P10		19p13.2	AMP	1	184	0.5%	No
CCDST		1q21.3	AMP	7	184	3.8%	No
PRTN3		19p13.3	AMP	1	184	0.5%	No
ASGR1		17p13.1	HOMDEL	1	184	0.5%	No
PHF23		17p13.1	AMP	1	184	0.5%	No
INO80		15q15.1	AMP	1	184	0.5%	No
CMKLR2-AS		2q33.3	AMP	3	184	1.6%	No
RND2		17q21.31	AMP	4	184	2.2%	No
SNORD115-23		15q11.2	HOMDEL	1	184	0.5%	No
HNRNPCL3		1p36.21	AMP	2	184	1.1%	No
MUC1		1q22	AMP	7	184	3.8%	Yes
SRM		1p36.22	AMP	2	184	1.1%	No
CER1		9p22.3	AMP	1	184	0.5%	No
ATP13A3-DT		3q29	AMP	3	184	1.6%	No
ATN1		12p13.31	AMP	5	184	2.7%	No
KIF20A		5q31.2	AMP	2	184	1.1%	No
TIMM17B		Xp11.23	AMP	1	184	0.5%	No
LINC01924		18q22.1	HOMDEL	6	184	3.3%	No
LINC03133		8q12.1	AMP	5	184	2.7%	No
PPP2R5A		1q32.3	AMP	3	184	1.6%	No
DCAF10		9p13.2	HOMDEL	1	184	0.5%	No
SCX		8q24.3	HOMDEL	1	184	0.5%	No
FBXO17		19q13.2	AMP	14	184	7.6%	No
ICAM2		17q23.3	AMP	3	184	1.6%	No
MBOAT7		19q13.42	AMP	2	184	1.1%	No
GREB1L		18q11.1-q11.2	AMP	21	184	11.4%	No
HPRT1		Xq26.2-q26.3	AMP	2	184	1.1%	No
EPDR1		7p14.1	AMP	1	184	0.5%	No
ABHD16A		6p21.33	AMP	4	184	2.2%	No
MROH9		1q24.3	AMP	5	184	2.7%	No
PADI2		1p36.13	HOMDEL	2	184	1.1%	No
RAD50		5q31.1	AMP	2	184	1.1%	Yes
SYPL1		7q22.3	AMP	4	184	2.2%	No
YWHAE		17p13.3	HOMDEL	1	184	0.5%	Yes
LINC00092		9q22.32	HOMDEL	1	184	0.5%	No
FAH		15q25.1	AMP	3	184	1.6%	No
CHRM3		1q43	HOMDEL	1	184	0.5%	No
TLE2		19p13.3	AMP	1	184	0.5%	Yes
STUM		1q42.12	HOMDEL	1	184	0.5%	No
STEAP2		7q21.13	AMP	8	184	4.3%	No
UTP6		17q11.2	AMP	3	184	1.6%	No
HSD17B8		6p21.32	AMP	1	184	0.5%	No
VWA5B1		1p36.12	HOMDEL	2	184	1.1%	No
EPHB6		7q34	AMP	1	184	0.5%	No
TRIM45		1p13.1	AMP	4	184	2.2%	No
MALRD1		10p12.31	HOMDEL	1	184	0.5%	No
EPX		17q22	AMP	1	184	0.5%	No
BLACAT1		1q32.1	AMP	3	184	1.6%	No
KRT84		12q13.13	HOMDEL	1	184	0.5%	No
PSCA		8q24.3	HOMDEL	1	184	0.5%	No
PPDPF		20q13.33	AMP	2	184	1.1%	No
NUP188		9q34.11	HOMDEL	1	184	0.5%	No
CALCOCO2		17q21.32	AMP	3	184	1.6%	No
HPR		16q22.2	AMP	1	184	0.5%	No
EPHX1		1q42.12	AMP	3	184	1.6%	No
ARID3A		19p13.3	AMP	1	184	0.5%	Yes
MEGF6		1p36.32	AMP	4	184	2.2%	No
BRIP1		17q23.2	AMP	4	184	2.2%	Yes
CASC15		6p22.3	AMP	1	184	0.5%	No
MAPK12		22q13.33	HOMDEL	3	184	1.6%	No
UXT		Xp11.23	HOMDEL	1	184	0.5%	No
PSMD5		9q33.2	HOMDEL	1	184	0.5%	No
LAMB2		3p21.31	HOMDEL	1	184	0.5%	No
MTX1		1q22	AMP	7	184	3.8%	No
SPTAN1		9q34.11	HOMDEL	1	184	0.5%	No
ASS1		9q34.11	HOMDEL	1	184	0.5%	No
BEX3		Xq22.2	AMP	1	184	0.5%	No
DNAI1		9p13.3	AMP	6	184	3.3%	No
SLC39A7		6p21.32	AMP	1	184	0.5%	No
ZNF430		19p12	AMP	1	184	0.5%	No
CHCHD7		8q12.1	AMP	5	184	2.7%	Yes
KCNMB2		3q26.32	AMP	5	184	2.7%	No
HSD17B3		9q22.32	HOMDEL	1	184	0.5%	No
SRMS		20q13.33	AMP	2	184	1.1%	No
ICA1		7p21.3	AMP	1	184	0.5%	No
POP7		7q22.1	AMP	6	184	3.3%	No
CUTALP		9q33.2	HOMDEL	1	184	0.5%	No
CHCHD2		7p11.2	AMP	1	184	0.5%	No
CENPP		9q22.31	HOMDEL	1	184	0.5%	No
GALNT13		2q23.3-q24.1	AMP	1	184	0.5%	No
MGAT4C		12q21.31-q21.32	HOMDEL	1	184	0.5%	No
HACD4		9p21.3	AMP	1	184	0.5%	No
VPS13D		1p36.22-p36.21	HOMDEL	2	184	1.1%	No
KRTAP2-4		17q21.2	AMP	3	184	1.6%	No
CTNND2		5p15.2	HOMDEL	2	184	1.1%	No
SCAF8		6q25.2	HOMDEL	1	184	0.5%	No
PDCL2		4q12	AMP	2	184	1.1%	No
CD300A		17q25.1	AMP	3	184	1.6%	No
PCNX2		1q42.2	AMP	3	184	1.6%	No
GLYAT		11q12.1	AMP	1	184	0.5%	No
KLF3		4p14	AMP	1	184	0.5%	Yes
ZNF233		19q13.31	AMP	3	184	1.6%	No
MUC21		6p21.33	AMP	3	184	1.6%	No
SRGAP2D		1q21.1	AMP	8	184	4.3%	No
ADAM7		8p21.2	HOMDEL	2	184	1.1%	No
H4C4		6p22.2	HOMDEL	1	184	0.5%	No
TIPRL		1q24.2	AMP	6	184	3.3%	No
RNF157		17q25.1	AMP	1	184	0.5%	No
IFNA16		9p21.3	HOMDEL	24	184	13.0%	No
LYPLA2		1p36.11	AMP	1	184	0.5%	No
PIGV		1p36.11	HOMDEL	2	184	1.1%	No
PCDH9		13q21.32	HOMDEL	1	184	0.5%	No
ASMTL		Xp22.3 and Yp11.3	HOMDEL	1	184	0.5%	Yes
ESRP2		16q22.1	AMP	1	184	0.5%	No
HBA2		16p13.3	HOMDEL	1	184	0.5%	No
ASPDH		19q13.33	AMP	2	184	1.1%	No
TMEM120A		7q11.23	AMP	2	184	1.1%	No
SLC17A2		6p22.2	AMP	2	184	1.1%	No
HSD17B12		11p11.2	AMP	3	184	1.6%	No
SLC46A3		13q12.3	AMP	1	184	0.5%	No
RAB2B		14q11.2	AMP	1	184	0.5%	No
TNK2		3q29	HOMDEL	1	184	0.5%	No
MMP19		12q13.2	AMP	3	184	1.6%	No
EDEM3		1q25.3	AMP	5	184	2.7%	No
PRPS1L1		7p21.1	AMP	1	184	0.5%	No
DPY19L2P1		7p14.2	AMP	1	184	0.5%	No
MEIKIN		5q31.1	AMP	2	184	1.1%	No
DBH		9q34.2	HOMDEL	1	184	0.5%	No
DYNC1LI1		3p22.3	AMP	1	184	0.5%	No
HIPK3		11p13	AMP	1	184	0.5%	No
RIDA		8q22.2	AMP	9	184	4.9%	No
EXOSC3		9p13.2	AMP	1	184	0.5%	No
ZNF571		19q13.12	AMP	7	184	3.8%	No
DNAH7		2q32.3	AMP	3	184	1.6%	No
HLA-DRB6		6p21.32	AMP	4	184	2.2%	No
ABHD15		17q11.2	AMP	2	184	1.1%	No
VLDLR-AS1		9p24.2	AMP	1	184	0.5%	No
OR2L5		1q44	AMP	4	184	2.2%	No
SLC26A8		6p21.31	AMP	2	184	1.1%	No
EXOC2		6p25.3	HOMDEL	1	184	0.5%	No
CENPS		1p36.22	HOMDEL	2	184	1.1%	No
LINC00971		3p12.1	AMP	2	184	1.1%	No
C8ORF76		8q24.13	AMP	18	184	9.8%	No
ZC3H12D		6q25.1	HOMDEL	1	184	0.5%	No
VPS45		1q21.2	AMP	5	184	2.7%	No
VNN1		6q23.2	HOMDEL	1	184	0.5%	No
C1RL		12p13.31	AMP	5	184	2.7%	No
PWRN1		15q11.2	HOMDEL	1	184	0.5%	No
A4GNT		3q22.3	AMP	1	184	0.5%	No
ZNF826P		19p12	AMP	1	184	0.5%	No
TMEM215		9p21.1	AMP	4	184	2.2%	No
MMP16		8q21.3	AMP	8	184	4.3%	No
MRLN		10q21.2	AMP	1	184	0.5%	No
HDAC2		6q21	HOMDEL	1	184	0.5%	Yes
ZCCHC24		10q22.3	AMP	3	184	1.6%	No
DSG2		18q12.1	AMP	8	184	4.3%	No
PLXDC2		10p12.31	HOMDEL	1	184	0.5%	No
HLA-DRB5		6p21.32	AMP	4	184	2.2%	No
PRKCE		2p21	HOMDEL	1	184	0.5%	No
RELL1		4p14	AMP	1	184	0.5%	No
TRAPPC3L		6q22.1	HOMDEL	1	184	0.5%	No
PTPN12		7q11.23	AMP	2	184	1.1%	No
MORN5		9q33.2	HOMDEL	1	184	0.5%	No
KRTAP4-3		17q21.2	AMP	3	184	1.6%	No
C10ORF88		10q26.13	AMP	1	184	0.5%	No
LY6K		8q24.3	AMP	16	184	8.7%	No
CNTLN		9p22.2	AMP	1	184	0.5%	No
TMPRSS11A		4q13.2	HOMDEL	1	184	0.5%	No
DHRS3		1p36.21	HOMDEL	2	184	1.1%	No
GPR182		12q13.3	AMP	2	184	1.1%	No
CDC42EP4		17q25.1	AMP	3	184	1.6%	No
NOL4L-DT		20q11.21	AMP	1	184	0.5%	No
IER5		1q25.3	AMP	5	184	2.7%	No
LINC01346		1p36.32	HOMDEL	1	184	0.5%	No
LINC01242		9p21.1	AMP	3	184	1.6%	No
PRELID3B		20q13.32	AMP	3	184	1.6%	No
MMP15		16q21	AMP	1	184	0.5%	No
COL6A5		3q22.1	AMP	1	184	0.5%	No
KLK12		19q13.41	AMP	2	184	1.1%	No
KLK7		19q13.41	AMP	2	184	1.1%	No
KRTAP4-2		17q21.2	AMP	3	184	1.6%	No
PRAC2		17q21.32	AMP	3	184	1.6%	No
TMEM156		4p14	AMP	1	184	0.5%	No
COMMD7		20q11.21	AMP	1	184	0.5%	No
MDS2		1p36	HOMDEL	2	184	1.1%	Yes
ISOC1		5q23.3	AMP	1	184	0.5%	No
SCNN1D		1p36.33	HOMDEL	1	184	0.5%	No
DCN		12q21.33	HOMDEL	1	184	0.5%	No
MMP14		14q11.2	AMP	1	184	0.5%	No
EPS8		12p12.3	AMP	4	184	2.2%	No
RCAN1		21q22.12	AMP	2	184	1.1%	No
LANCL3		Xp21.1	HOMDEL	1	184	0.5%	No
MSI2		17q22	AMP	1	184	0.5%	Yes
EXOSC2		9q34.12	HOMDEL	1	184	0.5%	No
OR2G3		1q44	AMP	4	184	2.2%	No
PTPN14		1q32.3-q41	AMP	3	184	1.6%	Yes
SCARNA1		1p35.3	HOMDEL	2	184	1.1%	No
MAPK1		22q11.22	HOMDEL	1	184	0.5%	Yes
NIBAN1		1q25.3	AMP	5	184	2.7%	No
TSPYL2		Xp11.22	HOMDEL	2	184	1.1%	No
COPE		19p13.11	AMP	1	184	0.5%	No
RFPL4AL1		19q13.42	AMP	4	184	2.2%	No
C20ORF204		20q13.33	AMP	2	184	1.1%	No
ING4		12p13.31	AMP	5	184	2.7%	No
EIF4E1B		5q35.2	AMP	3	184	1.6%	No
MMP13		11q22.2	AMP	2	184	1.1%	No
STAU2-AS1		8q21.11	AMP	8	184	4.3%	No
DSG1		18q12.1	AMP	7	184	3.8%	No
CAMTA1		1p36.31-p36.23	HOMDEL	4	184	2.2%	Yes
ERGIC1		5q35.1	HOMDEL	1	184	0.5%	No
PRL		6p22.3	HOMDEL	1	184	0.5%	No
REG4		1p12	AMP	8	184	4.3%	No
IHO1		3p21.31	HOMDEL	1	184	0.5%	No
KRTAP3-3		17q21.2	AMP	3	184	1.6%	No
VXN		8q13.1	AMP	7	184	3.8%	No
PIGG		4p16.3	AMP	4	184	2.2%	No
ZNF703		8p11.23	AMP	6	184	3.3%	Yes
EYS		6q12	AMP	2	184	1.1%	No
CEP44		4q34.1	HOMDEL	1	184	0.5%	No
PARK7		1p36.23	AMP	4	184	2.2%	No
LINC01530		19q13.41	AMP	2	184	1.1%	No
COP1		1q25.1-q25.2	AMP	5	184	2.7%	Yes
SCARB2		4q21.1	AMP	1	184	0.5%	No
VAPA		18p11.22	AMP	4	184	2.2%	No
TMEM60		7q11.23	AMP	2	184	1.1%	No
MIR4458HG		5p15.31	AMP	2	184	1.1%	No
SLITRK2		Xq27.3	HOMDEL	1	184	0.5%	No
DDX60L		4q32.3	HOMDEL	1	184	0.5%	No
PINCR		Xp11.3	HOMDEL	3	184	1.6%	No
RPH3AL-AS1		17p13.3	HOMDEL	2	184	1.1%	No
IRX2		5p15.33	AMP	1	184	0.5%	No
SF3B1		2q33.1	AMP	3	184	1.6%	Yes
BPIFB4		20q11.21	AMP	1	184	0.5%	No
TNFSF12-TNFSF13		17p13.1	HOMDEL	1	184	0.5%	No
CXADRP2		15q11.2	HOMDEL	1	184	0.5%	No
GIMAP1		7q36.1	AMP	1	184	0.5%	No
LYPLAL1-DT		1q41	HOMDEL	1	184	0.5%	No
LMBR1		7q36.3	AMP	1	184	0.5%	No
OR1J1		9q33.2	HOMDEL	1	184	0.5%	No
CD37		19q13.33	AMP	2	184	1.1%	No
UBA7		3p21.31	HOMDEL	1	184	0.5%	No
VAPB		20q13.32	AMP	3	184	1.6%	No
ZNF606-AS1		19q13.43	AMP	3	184	1.6%	No
ARRDC1-AS1		9q34.3	AMP	1	184	0.5%	No
ZNF81		Xp11.23	AMP	1	184	0.5%	No
NSD1		5q35.3	HOMDEL	1	184	0.5%	Yes
LINC02396		12q13.12	HOMDEL	1	184	0.5%	No
CLYBL-AS2		13q32.3	AMP	1	184	0.5%	No
KLC4		6p21.1	AMP	3	184	1.6%	No
DDX11L9		15q26.3	AMP	4	184	2.2%	No
C10ORF95-AS1		10q24.32	HOMDEL	1	184	0.5%	No
PRSS55		8p23.1	HOMDEL	3	184	1.6%	No
SMUG1		12q13.13	AMP	1	184	0.5%	No
IRX2-DT		5p15.33	AMP	1	184	0.5%	No
SF3B3		16q22.1	AMP	1	184	0.5%	No
NEFM		8p21.2	HOMDEL	2	184	1.1%	No
OR51F2		11p15.4	HOMDEL	1	184	0.5%	No
ECE1-AS1		1p36.12	AMP	1	184	0.5%	No
DNAJB5-DT		9p13.3	AMP	8	184	4.3%	No
ELP5		17p13.1	AMP	1	184	0.5%	No
NAGPA		16p13.3	HOMDEL	1	184	0.5%	No
YTHDC1		4q13.2	HOMDEL	1	184	0.5%	No
TMEM209		7q32.2	AMP	1	184	0.5%	No
ATAD3B		1p36.33	AMP	3	184	1.6%	No
SMIM3		5q33.1	AMP	2	184	1.1%	No
ZNF436-AS1		1p36.12	AMP	1	184	0.5%	No
CDK11A		1p36.33	AMP	3	184	1.6%	No
XPO4		13q12.11	AMP	2	184	1.1%	No
ARPC2		2q35	AMP	2	184	1.1%	No
CDC37L1		9p24.1	HOMDEL	1	184	0.5%	No
C5ORF63		5q23.2	HOMDEL	1	184	0.5%	No
GBGT1		9q34.2	HOMDEL	1	184	0.5%	No
RIGI		9p21.1	AMP	4	184	2.2%	No
NTMT1		9q34.11	HOMDEL	1	184	0.5%	No
LINC02133		16q12.1	AMP	1	184	0.5%	No
PITRM1-AS1		10p15.2	AMP	1	184	0.5%	No
FBXW7		4q31.3	HOMDEL	1	184	0.5%	Yes
SPATA3		2q37.1	AMP	3	184	1.6%	No
PAN3		13q12.2	AMP	1	184	0.5%	No
TGFB2		1q41	HOMDEL	1	184	0.5%	No
MTA2		11q12.3	AMP	1	184	0.5%	No
TMTC1		12p11.22	AMP	5	184	2.7%	No
ALDH8A1		6q23.3	HOMDEL	1	184	0.5%	No
LINC01603		8q13.2	AMP	7	184	3.8%	No
CLDN10-AS1		13q32.1	AMP	1	184	0.5%	No
CCDC150		2q33.1	AMP	3	184	1.6%	No
GALK2		15q21.1-q21.2	HOMDEL	1	184	0.5%	No
KLK14		19q13.41	AMP	2	184	1.1%	No
ARIH2		3p21.31	HOMDEL	1	184	0.5%	No
NDUFAF4		6q16.1	HOMDEL	1	184	0.5%	No
LINC02431		4q34.1	HOMDEL	1	184	0.5%	No
GRK7		3q23	AMP	1	184	0.5%	No
TMEM50A		1p36.11	AMP	1	184	0.5%	No
CLDND2		19q13.41	AMP	2	184	1.1%	No
LINC02610		2q37.3	AMP	2	184	1.1%	No
PPM1N		19q13.32	AMP	4	184	2.2%	No
ENTPD2		9q34.3	AMP	1	184	0.5%	No
TMEM44-AS1		3q29	AMP	3	184	1.6%	No
CANX		5q35.3	AMP	2	184	1.1%	No
NPY2R		4q32.1	HOMDEL	1	184	0.5%	No
MYL3		3p21.31	HOMDEL	1	184	0.5%	No
PABPC1P2		2q22.3	AMP	1	184	0.5%	No
HTR3C		3q27.1	AMP	3	184	1.6%	No
BMP15		Xp11.22	HOMDEL	2	184	1.1%	No
ABCB10		1q42.13	AMP	3	184	1.6%	No
DHRSX		Xp22.33 and Yp11.2	HOMDEL	1	184	0.5%	No
DCAF12		9p13.3	AMP	5	184	2.7%	No
KLK13		19q13.41	AMP	2	184	1.1%	No
FAM133CP		10q21.1	AMP	1	184	0.5%	No
TNFSF12		17p13.1	HOMDEL	1	184	0.5%	No
WFIKKN1		16p13.3	HOMDEL	1	184	0.5%	No
DPY19L1P1		7p14.3	AMP	1	184	0.5%	No
CEP85L		6q22.31	HOMDEL	1	184	0.5%	No
FIZ1		19q13.42	AMP	4	184	2.2%	No
TRIM41		5q35.3	AMP	2	184	1.1%	No
ARMC8		3q22.3	AMP	1	184	0.5%	No
RPGRIP1L		16q12.2	AMP	1	184	0.5%	No
CEP170		1q43	HOMDEL	1	184	0.5%	No
TINAG		6p12.1	AMP	2	184	1.1%	No
SRSF10		1p36.11	HOMDEL	2	184	1.1%	No
TMCC1-DT		3q22.1	AMP	1	184	0.5%	No
ENTPD6		20p11.21	AMP	1	184	0.5%	No
SCARA3		8p21.1	HOMDEL	2	184	1.1%	No
BRINP1		9q33.1	HOMDEL	1	184	0.5%	No
MANSC4		12p11.22	AMP	6	184	3.3%	No
ARHGEF26		3q25.2	AMP	3	184	1.6%	No
OR6K6		1q23.1	AMP	7	184	3.8%	No
REPS1		6q24.1	AMP	2	184	1.1%	No
VCF1		17q25.1	AMP	3	184	1.6%	No
INTS10		8p21.3	HOMDEL	2	184	1.1%	No
ENTPD4		8p21.3	HOMDEL	2	184	1.1%	No
POLR1F		7p21.1	AMP	1	184	0.5%	No
TRIM2		4q31.3	AMP	1	184	0.5%	No
ANKMY1		2q37.3	AMP	2	184	1.1%	No
RSBN1L		7q11.23	AMP	2	184	1.1%	No
PLP2		Xp11.23	HOMDEL	1	184	0.5%	No
ELAVL2		9p21.3	HOMDEL	16	184	8.7%	No
OR11G2		14q11.2	AMP	1	184	0.5%	No
VNN2		6q23.2	HOMDEL	1	184	0.5%	No
EFCAB6-AS1		22q13.2	AMP	2	184	1.1%	No
LINC00317		21q21.1	HOMDEL	1	184	0.5%	No
ENTPD3		3p22.1	AMP	1	184	0.5%	No
HTR5A-AS1		7q36.2	AMP	2	184	1.1%	No
LINC00665		19q13.12	AMP	6	184	3.3%	No
GPC5-AS1		13q31.3	AMP	1	184	0.5%	No
PRKAG2		7q36.1	HOMDEL	1	184	0.5%	No
SNORD115-7		15q11.2	HOMDEL	1	184	0.5%	No
TBC1D29P		17q11.2	AMP	2	184	1.1%	No
OR6N1		1q23.1	AMP	7	184	3.8%	No
KRTAP4-5		17q21.2	AMP	3	184	1.6%	No
SOWAHB		4q21.1	AMP	1	184	0.5%	No
CHODL-AS1		21q21.1	HOMDEL	1	184	0.5%	No
RIC8A		11p15.5	AMP	1	184	0.5%	No
ZNF345		19q13.12	AMP	7	184	3.8%	No
ZNF566		19q13.12	AMP	6	184	3.3%	No
NGDN		14q11.2	AMP	1	184	0.5%	No
INHBE		12q13.3	AMP	3	184	1.6%	No
TLR7		Xp22.2	AMP	1	184	0.5%	No
SLC45A2		5p13.2	AMP	1	184	0.5%	No
OR4K17		14q11.2	AMP	1	184	0.5%	No
PNOC		8p21.1	HOMDEL	1	184	0.5%	No
MALT1		18q21.32	HOMDEL	5	184	2.7%	Yes
MMP10		11q22.2	AMP	1	184	0.5%	No
TNIP1		5q33.1	HOMDEL	1	184	0.5%	No
RTP5		2q37.3	AMP	2	184	1.1%	No
SHANK2-AS1		11q13.4	AMP	2	184	1.1%	No
CAPN2		1q41	AMP	3	184	1.6%	No
LINC00709		10p14	AMP	2	184	1.1%	No
MAN2B2		4p16.1	AMP	1	184	0.5%	No
NEK10		3p24.1	AMP	1	184	0.5%	No
NAXE		1q22	AMP	7	184	3.8%	No
TDRG1		6p21.2	AMP	1	184	0.5%	No
COX20		1q44	AMP	4	184	2.2%	No
CCDC160		Xq26.2	AMP	2	184	1.1%	No
SLC49A4		3q21.1	AMP	2	184	1.1%	No
TECPR1		7q21.3	AMP	7	184	3.8%	No
PARD3-DT		10p11.21	AMP	1	184	0.5%	No
KRT23		17q21.2	AMP	3	184	1.6%	No
SDF4		1p36.33	AMP	3	184	1.6%	No
LINC01720		1q31.1-q31.2	AMP	4	184	2.2%	No
OR4N5		14q11.2	AMP	1	184	0.5%	No
AGBL4		1p33	HOMDEL	1	184	0.5%	No
USP17L1		8p23.1	HOMDEL	3	184	1.6%	No
MAP1LC3B2		12q24.22	AMP	1	184	0.5%	No
EFTUD2		17q21.31	AMP	4	184	2.2%	No
NAPSA		19q13.33	AMP	2	184	1.1%	No
TNFSF15		9q32	HOMDEL	1	184	0.5%	No
RNF130		5q35.3	AMP	2	184	1.1%	No
RELN		7q22.1	AMP	3	184	1.6%	Yes
SNORD115-40		15q11.2	HOMDEL	1	184	0.5%	No
CDK5R2-AS1		2q35	AMP	2	184	1.1%	No
ACSL4		Xq23	AMP	1	184	0.5%	No
DEK		6p22.3	AMP	1	184	0.5%	Yes
SLC16A11		17p13.1	HOMDEL	1	184	0.5%	No
LINC02532		6q21	AMP	1	184	0.5%	No
LINC03098		Xq24	AMP	1	184	0.5%	No
LUZP1		1p36.12	HOMDEL	2	184	1.1%	No
ZNF548		19q13.43	AMP	3	184	1.6%	No
MROCKI		6q21	HOMDEL	1	184	0.5%	No
IBSP		4q22.1	AMP	1	184	0.5%	No
MAGEA2B		Xq28	AMP	4	184	2.2%	No
USP17L4		8p23.1	HOMDEL	3	184	1.6%	No
USP22		17p11.2	AMP	1	184	0.5%	No
GGA1		22q13.1	AMP	1	184	0.5%	No
HTR3E		3q27.1	HOMDEL	1	184	0.5%	No
GPC1-AS1		2q37.3	AMP	2	184	1.1%	No
MMP28		17q12	AMP	3	184	1.6%	No
STYXL2		1q24.1	AMP	6	184	3.3%	No
CAPNS1		19q13.12	AMP	6	184	3.3%	No
EPHB4		7q22.1	AMP	6	184	3.3%	Yes
CD40LG		Xq26.3	AMP	2	184	1.1%	No
CAMK1D		10p13	AMP	2	184	1.1%	No
