Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
GADD45G		1	1	109	0.9%	No
FLACC1		1	1	109	0.9%	No
ATM		2	2	109	1.8%	Yes
TMCC2		1	1	109	0.9%	No
TCHHL1		1	1	109	0.9%	No
ATR		1	1	109	0.9%	Yes
CDS2		1	1	109	0.9%	No
OR2A14		2	2	109	1.8%	No
RYR1		2	2	109	1.8%	No
RYR2		5	5	109	4.6%	No
RYR3		3	3	109	2.8%	No
JCHAIN		1	1	109	0.9%	No
GYS2		3	3	109	2.8%	No
SERP2		1	1	109	0.9%	Yes
ZMYM1		2	2	109	1.8%	No
ZMYM2		1	1	109	0.9%	Yes
CAMKV		1	1	109	0.9%	No
PCF11		1	1	109	0.9%	No
ZMYM6		2	2	109	1.8%	No
KIF13A		1	1	109	0.9%	No
FFAR3		1	1	109	0.9%	No
FFAR1		1	1	109	0.9%	No
TSC22D1		1	1	109	0.9%	No
LRRIQ1		1	1	109	0.9%	No
AP3B1		1	1	109	0.9%	No
TUBG1		1	1	109	0.9%	No
IL17RD		1	1	109	0.9%	No
AP3B2		1	1	109	0.9%	No
IL17RA		1	1	109	0.9%	No
DCSTAMP		1	1	109	0.9%	No
CEACAM1		1	1	109	0.9%	No
CEACAM6		2	2	109	1.8%	No
NME8		3	3	109	2.8%	No
RBM12B		1	1	109	0.9%	No
MAPRE3		1	1	109	0.9%	No
FATE1		1	1	109	0.9%	No
DNASE1L3		1	1	109	0.9%	No
SPRR4		1	1	109	0.9%	No
PRIM1		1	1	109	0.9%	No
RASIP1		1	1	109	0.9%	No
RAD54B		1	1	109	0.9%	No
PBLD		1	1	109	0.9%	No
ANKMY2		1	1	109	0.9%	No
CUX1		1	1	109	0.9%	Yes
PTCHD1		1	1	109	0.9%	No
OR5AN1		1	1	109	0.9%	No
CILP2		2	2	109	1.8%	No
CTNNA2		1	1	109	0.9%	No
PTCHD4		1	1	109	0.9%	No
OR6F1		1	1	109	0.9%	No
DMRT2		1	1	109	0.9%	No
ERBIN		2	2	109	1.8%	No
RANBP9		1	1	109	0.9%	No
TUBE1		1	1	109	0.9%	No
DMRT3		1	1	109	0.9%	No
RANBP6		1	1	109	0.9%	No
MAS1		1	1	109	0.9%	No
RSL1D1		1	1	109	0.9%	No
AXL		2	2	109	1.8%	Yes
R3HCC1		1	1	109	0.9%	No
B9D2		3	3	109	2.8%	No
RAB3GAP1		2	2	109	1.8%	No
STEAP4		1	1	109	0.9%	No
GALNT13		1	1	109	0.9%	No
PRAG1		1	1	109	0.9%	No
GALNT15		1	1	109	0.9%	No
DSCC1		3	3	109	2.8%	No
GALNT17		2	2	109	1.8%	No
NALF2		1	1	109	0.9%	No
ESPN		2	2	109	1.8%	No
ARHGAP35		1	1	109	0.9%	Yes
KNTC1		1	1	109	0.9%	No
GHSR		1	1	109	0.9%	No
PDIA2		1	1	109	0.9%	No
ABCG5		1	1	109	0.9%	No
DSCAM		1	1	109	0.9%	No
MYH15		2	2	109	1.8%	No
NPY1R		1	1	109	0.9%	No
KCTD3		1	1	109	0.9%	No
PRSS55		2	1	109	0.9%	No
KCTD7		1	1	109	0.9%	No
OXA1L		1	1	109	0.9%	No
FOLH1		7	7	109	6.4%	Yes
COL4A2		1	1	109	0.9%	No
COL4A1		1	1	109	0.9%	No
COL4A4		1	1	109	0.9%	No
COL4A3		1	1	109	0.9%	No
COL4A5		2	2	109	1.8%	No
AIPL1		1	1	109	0.9%	No
SELENOT		1	1	109	0.9%	No
STEAP1		3	2	109	1.8%	No
SCG2		1	1	109	0.9%	No
HDGFL2		6	6	109	5.5%	No
OR6K3		2	2	109	1.8%	No
OR6K2		1	1	109	0.9%	No
C5AR2		2	2	109	1.8%	No
ARHGAP18		1	1	109	0.9%	No
ARHGAP17		2	2	109	1.8%	No
SEZ6L2		1	1	109	0.9%	No
ARHGAP15		1	1	109	0.9%	No
CSF2RA		1	1	109	0.9%	No
ZFP36L2		3	3	109	2.8%	Yes
ARHGAP12		1	1	109	0.9%	No
ARHGAP21		3	3	109	2.8%	No
PDZD4		1	1	109	0.9%	No
DPP6		2	2	109	1.8%	No
PDZD2		1	1	109	0.9%	No
SCIN		1	1	109	0.9%	No
DPP8		2	2	109	1.8%	No
MYH13		1	1	109	0.9%	No
EP400		3	3	109	2.8%	Yes
MYH14		1	1	109	0.9%	No
MYH11		1	1	109	0.9%	Yes
MARK3		1	1	109	0.9%	No
PDZD8		1	1	109	0.9%	No
SMAD2		1	1	109	0.9%	Yes
SMAD4		22	21	109	19.3%	Yes
STIL		1	1	109	0.9%	Yes
SMAD3		3	3	109	2.8%	Yes
WSCD1		1	1	109	0.9%	No
SMURF2		1	1	109	0.9%	No
A2ML1		1	1	109	0.9%	No
SSC5D		2	2	109	1.8%	No
TDRD6		1	1	109	0.9%	No
SMAD6		1	1	109	0.9%	No
ARHGAP26		1	1	109	0.9%	Yes
TDRD5		2	2	109	1.8%	No
ESR2		1	1	109	0.9%	No
ARHGAP24		2	1	109	0.9%	No
ARHGAP23		1	1	109	0.9%	No
SLC2A9		2	2	109	1.8%	No
NR4A1		1	1	109	0.9%	No
ARHGAP32		2	2	109	1.8%	No
DNMBP		1	1	109	0.9%	No
ARHGAP30		1	1	109	0.9%	No
ATG16L2		2	2	109	1.8%	No
MAN2B2		4	3	109	2.8%	No
JMY		1	1	109	0.9%	No
EBPL		3	3	109	2.8%	No
MAN2B1		3	3	109	2.8%	No
USP35		1	1	109	0.9%	No
USP36		2	2	109	1.8%	No
TAS2R9		2	2	109	1.8%	No
PCDHGB7		1	1	109	0.9%	No
USP38		1	1	109	0.9%	No
USP32		3	3	109	2.8%	No
CRISP3		2	2	109	1.8%	No
PCDHGB3		2	2	109	1.8%	No
AQP10		1	1	109	0.9%	No
USP34		1	1	109	0.9%	No
PCDHGB2		2	2	109	1.8%	No
SLC2A3		2	2	109	1.8%	No
PKD2		1	1	109	0.9%	No
OR6Q1		1	1	109	0.9%	No
PKD1		4	2	109	1.8%	No
DTWD1		1	1	109	0.9%	No
GMPPA		1	1	109	0.9%	No
AOX1		2	2	109	1.8%	No
MADCAM1		3	3	109	2.8%	No
TAS2R1		1	1	109	0.9%	No
TAS2R4		1	1	109	0.9%	No
ABCC3		1	1	109	0.9%	No
ABCC1		1	1	109	0.9%	No
PTGIR		1	1	109	0.9%	No
KLF12		1	1	109	0.9%	No
ABCC2		1	1	109	0.9%	No
PCDHGA4		1	1	109	0.9%	No
PCDHGA3		2	2	109	1.8%	No
USP43		1	1	109	0.9%	No
ABCC5		1	1	109	0.9%	No
MARS2		1	1	109	0.9%	No
LMNTD1		1	1	109	0.9%	No
PCDHGA1		2	2	109	1.8%	No
USP45		1	1	109	0.9%	No
URB2		2	2	109	1.8%	No
ABCC9		2	2	109	1.8%	No
URB1		1	1	109	0.9%	No
TGFBR1		2	2	109	1.8%	Yes
TGFBR2		3	3	109	2.8%	Yes
PCDHGA9		1	1	109	0.9%	No
KLF17		1	1	109	0.9%	No
AGAP6		1	1	109	0.9%	No
AGAP5		1	1	109	0.9%	No
IFNE		1	1	109	0.9%	No
PCDHGB1		1	1	109	0.9%	No
USP40		1	1	109	0.9%	No
CXORF58		1	1	109	0.9%	No
MCPH1		2	2	109	1.8%	No
CAMK2B		2	2	109	1.8%	No
USP13		1	1	109	0.9%	No
HCN4		2	2	109	1.8%	No
USP15		1	1	109	0.9%	No
NPY4R		1	1	109	0.9%	No
USP10		4	4	109	3.7%	No
USP11		1	1	109	0.9%	No
USP12		1	1	109	0.9%	No
MOSPD2		1	1	109	0.9%	No
USP18		1	1	109	0.9%	No
SELENOI		1	1	109	0.9%	No
ERBB4		3	3	109	2.8%	Yes
ERBB2		1	1	109	0.9%	Yes
LRIG1		3	3	109	2.8%	No
S1PR3		1	1	109	0.9%	No
LRIG3		1	1	109	0.9%	Yes
NCAM2		3	3	109	2.8%	No
LEKR1		1	1	109	0.9%	No
MUTYH		1	1	109	0.9%	Yes
REPS1		1	1	109	0.9%	No
USP24		1	1	109	0.9%	No
USP25		1	1	109	0.9%	No
NHERF1		1	1	109	0.9%	Yes
RWDD4		1	1	109	0.9%	No
NHERF4		1	1	109	0.9%	No
USP21		1	1	109	0.9%	No
CADPS		1	1	109	0.9%	No
LGI2		1	1	109	0.9%	No
HAGHL		1	1	109	0.9%	No
KDF1		2	2	109	1.8%	No
NAP1L3		2	2	109	1.8%	No
NAP1L2		1	1	109	0.9%	No
OPRK1		1	1	109	0.9%	No
OR6N1		2	1	109	0.9%	No
SGPP2		1	1	109	0.9%	No
NEURL4		1	1	109	0.9%	No
SPRY2		1	1	109	0.9%	No
SPRY1		1	1	109	0.9%	No
HCN2		1	1	109	0.9%	No
